,Longest_Putts_RANK THIS WEEK,Longest_Putts_RANK LAST WEEK,Longest_Putts_PLAYER NAME,Longest_Putts_ROUNDS,Longest_Putts_DISTANCE,Longest_Putts_YEAR/TOURN#,Longest_Putts_ROUND,Longest_Putts_HOLE
398,398,,José María Olazábal,71,"41' 2""",Buick Open,1,18
399,398,,Neal Lancaster,101,"41' 2""",Air Canada,2,18
400,398,,Scott Verplank,93,"41' 2""",Buick Challenge,1,15
401,402,,Billy Andrade,100,"41' 1""",Bay Hill Invita,2,9
402,402,,Mike Sposa,111,"41' 1""",Buick Challenge,2,17
403,402,,Jonathan Byrd,96,"41' 1""",Buick Challenge,4,15
404,405,,Brandel Chamblee,85,"41' 0""",Advil Western,2,15
405,405,,Robert Damron,85,"41' 0""",Advil Western,1,13
406,405,,Steve Scott,10,"41' 0""",Bell Canadian O,1,14
407,408,,Brandel Chamblee,85,"40' 11""",THE PLAYERS,1,14
408,408,,Steve Jones,71,"40' 11""",John Deere Clas,3,15
409,408,,Joel Edwards,101,"40' 11""",Tampa Bay,1,10
410,408,,Ken Duke,12,"40' 11""",Tampa Bay,2,18
411,412,,Luke Donald,106,"40' 10""",Shell Houston,2,5
412,412,,Luke Donald,106,"40' 10""",Greater Greens,1,16
413,412,,Chris Riley,104,"40' 10""",Advil Western,3,12
414,415,,Per-Ulrik Johansson,87,"40' 9""",Bay Hill Invita,4,16
415,415,,Billy Andrade,100,"40' 9""",Memorial Tourna,4,16
416,415,,Gabriel Hjertstedt,43,"40' 9""",FedEx St. Jude,1,14
417,415,,Jay Haas,83,"40' 9""",Reno-Tahoe Open,2,15
418,415,,Glen Day,107,"40' 9""",Buick Challenge,2,4
419,420,,Brett Quigley,93,"40' 8""",THE PLAYERS,1,17
420,420,,Brett Quigley,93,"40' 8""",Kemper Ins Open,1,13
421,422,,Stephen Gangluff,75,"40' 7""",Tucson Open,2,17
422,422,,David Toms,106,"40' 7""",MasterCard Colo,4,13
423,422,,Pat Bates,94,"40' 7""",John Deere Clas,2,17
424,422,,Michael Campbell,31,"40' 7""",WGC-NEC Invit'l,2,16
425,422,,Tom Scherrer,98,"40' 7""",Air Canada,4,18
426,422,,Notah Begay III,76,"40' 7""",Texas Open,2,16
427,428,,Brenden Pappas,62,"40' 6""",Sony Open,2,18
428,428,,Peter Lonard,93,"40' 6""",Memorial Tourna,1,15
429,428,,Cameron Beckman,87,"40' 6""",Buick Classic,4,17
430,431,,John Huston,99,"40' 4""",BellSouth Class,4,4
431,431,,Steve Lowery,98,"40' 4""",MasterCard Colo,4,13
432,431,,Brad Fabel,14,"40' 4""",FedEx St. Jude,1,17
433,431,,Keith Clearwater,12,"40' 4""",Greater Milwauk,2,17
434,431,,Mike Springer,36,"40' 4""",Air Canada,4,13
435,431,,Craig Barlow,62,"40' 4""",Air Canada,4,15
436,431,,Eduardo Herrera,59,"40' 4""",Texas Open,4,18
437,438,,Brian Bateman,94,"40' 3""",SEI Pennsylvani,3,10
438,438,,Paul Gow,99,"40' 3""",Texas Open,4,18
439,438,,Olin Browne,107,"40' 3""",Invensys Las V,2,17
440,441,,Geoff Ogilvy,90,"40' 2""",WORLDCOM,2,18
441,441,,Notah Begay III,76,"40' 2""",B.C. Open,4,11
442,441,,Harrison Frazar,88,"40' 2""",Texas Open,1,10
443,441,,Chris DiMarco,111,"40' 2""",Disney Classic,4,18
444,445,,Russ Cochran,68,"40' 1""",Greater Milwauk,4,14
445,446,,Paul Casey,28,"40' 0""",Phoenix Open,1,13
446,446,,Tom Byrum,77,"40' 0""",Greater Greens,3,18
447,446,,Brenden Pappas,62,"40' 0""",Kemper Ins Open,2,13
448,446,,Jay Don Blake,107,"40' 0""",Advil Western,2,13
449,446,,Briny Baird,110,"40' 0""",John Deere Clas,2,15
450,446,,Tom Byrum,77,"40' 0""",Buick Open,1,12
451,452,,Rich Beem,99,"39' 11""",Bob Hope Chrysl,3,17
452,452,,Hal Sutton,74,"39' 11""",BellSouth Class,1,4
453,452,,Brian Watts,58,"39' 11""",Greater Milwauk,2,17
454,452,,David Bolton,2,"39' 11""",Air Canada,1,18
455,452,,Dennis Paulson,89,"39' 11""",Bell Canadian O,1,11
456,457,,Phil Mickelson,97,"39' 10""",Bob Hope Chrysl,3,18
457,457,,Cameron Beckman,87,"39' 10""",Verizon,4,18
458,457,,Mike Springer,36,"39' 10""",Greater Milwauk,3,15
459,457,,Sergio Garcia,79,"39' 10""",WGC-NEC Invit'l,4,12
460,457,,Jonathan Byrd,96,"39' 10""",Michelob Champ,4,14
461,462,,Brad Lardon,59,"39' 9""",BellSouth Class,2,13
462,462,,Joe Durant,87,"39' 9""",Compaq Classic,1,18
463,462,,Paul Stankowski,100,"39' 9""",So. Farm Bureau,1,13
464,465,,Kent Jones,105,"39' 8""",Shell Houston,3,18
465,465,,Chris Smith,103,"39' 8""",SEI Pennsylvani,2,13
466,465,,Mike Heinen,49,"39' 8""",SEI Pennsylvani,1,16
467,468,,Greg Chalmers,94,"39' 7""",B.C. Open,3,15
468,468,,Jerry Kelly,99,"39' 7""",Buick Open,2,17
469,468,,Charles Howell III,118,"39' 7""",SEI Pennsylvani,1,16
470,471,,Phillip Price,20,"39' 6""",Bob Hope Chrysl,3,18
471,471,,Tom Scherrer,98,"39' 6""",Bell Canadian O,2,18
472,473,,Padraig Harrington,33,"39' 5""",THE PLAYERS,2,17
473,473,,Justin Leonard,97,"39' 5""",Memorial Tourna,1,17
474,473,,Kent Jones,105,"39' 5""",Kemper Ins Open,1,17
475,473,,Chad Campbell,111,"39' 5""",FedEx St. Jude,2,17
476,477,,Mike Weir,94,"39' 4""",THE PLAYERS,1,13
477,477,,Brian Henninger,66,"39' 4""",Verizon,3,18
478,477,,Carl Paulson,84,"39' 4""",FedEx St. Jude,2,13
479,477,,Jay Williamson,91,"39' 4""",So. Farm Bureau,1,13
480,477,,Justin Leonard,97,"39' 4""",THE TOUR Champ,3,14
481,482,,Craig Stadler,72,"39' 3""",B.C. Open,3,13
482,482,,Jonathan Byrd,96,"39' 3""",Buick Challenge,4,13
483,482,,Jeff Sluman,118,"39' 3""",THE TOUR Champ,3,13
484,485,,Cody Freeman,2,"39' 2""",FedEx St. Jude,1,17
485,485,,Brent Geiberger,95,"39' 2""",Advil Western,2,17
486,487,,Thomas Bjørn,32,"39' 1""",THE PLAYERS,1,12
487,487,,Chip Beck,6,"39' 1""",Advil Western,1,14
488,487,,Tommy Armour III,82,"39' 1""",Tampa Bay,2,17
489,490,,James Driscoll,21,"39' 0""",Canon Greater H,1,18
490,490,,Jerry Smith,91,"39' 0""",Greater Milwauk,1,13
491,490,,Chris Smith,103,"39' 0""",Texas Open,3,17
492,493,,Jeff Gove,89,"38' 11""",Buick Classic,1,15
493,493,,Tim Herron,102,"38' 11""",Greater Milwauk,3,18
494,493,,Sam Randolph,13,"38' 11""",SEI Pennsylvani,2,17
495,496,,Charles Howell III,118,"38' 10""",John Deere Clas,3,13
496,496,,Steve Lowery,98,"38' 10""",WGC-NEC Invit'l,4,12
497,496,,Jeff Sluman,118,"38' 10""",SEI Pennsylvani,3,11
498,496,,Joey Sindelar,104,"38' 10""",Buick Challenge,2,5
499,500,,Ed Fiori,14,"38' 9""",Bob Hope Chrysl,4,11
500,500,,Joel Edwards,101,"38' 9""",THE PLAYERS,1,12
501,500,,Kenny Perry,98,"38' 9""",Disney Classic,1,10
502,500,,Lee Porter,91,"38' 9""",Disney Classic,2,16
503,500,,Carlos Franco,107,"38' 9""",Buick Challenge,4,11
504,500,,Phil Mickelson,97,"38' 9""",THE TOUR Champ,4,6
505,506,,Ben Crane,91,"38' 8""",Compaq Classic,1,15
506,506,,Paul Stankowski,100,"38' 8""",John Deere Clas,4,11
507,506,,Loren Roberts,93,"38' 8""",SEI Pennsylvani,1,16
508,509,,Craig Perks,91,"38' 7""",MasterCard Colo,2,18
509,509,,Bart Bryant,69,"38' 7""",Tampa Bay,1,17
510,511,,Fred Couples,64,"38' 6""",Phoenix Open,1,13
511,511,,Chris Smith,103,"38' 6""",Tucson Open,3,17
512,511,,Tom Lehman,78,"38' 6""",Bay Hill Invita,1,16
513,511,,David Toms,106,"38' 6""",Compaq Classic,1,15
514,511,,Jay Don Blake,107,"38' 6""",Buick Classic,1,17
515,511,,Jim Furyk,88,"38' 6""",THE TOUR Champ,1,11
516,517,,Richard Zokol,53,"38' 5""",Sony Open,2,17
517,517,,David Peoples,105,"38' 5""",Shell Houston,3,16
518,517,,Carlos Franco,107,"38' 5""",Advil Western,4,13
519,517,,Peter Jacobsen,67,"38' 5""",John Deere Clas,2,15
520,517,,Steve Jones,71,"38' 5""",John Deere Clas,3,16
521,517,,Matt Peterson,80,"38' 5""",Texas Open,2,15
522,523,,Shaun Micheel,100,"38' 4""",Compaq Classic,3,16
523,523,,Steve Allan,93,"38' 4""",Compaq Classic,1,14
524,523,,Duffy Waldorf,90,"38' 4""",John Deere Clas,3,16
525,526,,Tom Scherrer,98,"38' 3""",THE PLAYERS,1,15
526,526,,Peter Lonard,93,"38' 3""",WGC-NEC Invit'l,1,12
527,526,,Ian Leggatt,97,"38' 3""",Buick Challenge,1,17
528,529,,Mark O'Meara,68,"38' 2""",Bay Hill Invita,2,15
529,529,,Shigeki Maruyama,87,"38' 2""",THE PLAYERS,3,14
530,529,,Woody Austin,102,"38' 2""",Advil Western,2,11
531,532,,Rich Beem,99,"38' 0""",Genuity,2,11
532,532,,Bryce Molder,65,"38' 0""",Air Canada,4,15
533,534,,Fred Wadsworth,38,"37' 11""",Greater Milwauk,1,17
534,534,,J.P. Hayes,78,"37' 11""",John Deere Clas,2,15
535,536,,Carl Paulson,84,"37' 10""",THE PLAYERS,3,12
536,536,,Lee Janzen,101,"37' 10""",MasterCard Colo,1,17
537,538,,Michael Muehr,73,"37' 9""",Sony Open,2,18
538,538,,Neal Lancaster,101,"37' 9""",Bell Canadian O,1,13
539,538,,Bo Van Pelt,78,"37' 9""",Bell Canadian O,3,13
540,538,,Spike McRoy,69,"37' 9""",So. Farm Bureau,3,17
541,542,,Scott Hoch,71,"37' 8""",THE PLAYERS,2,17
542,542,,"Jim Gallagher, Jr.",45,"37' 8""",John Deere Clas,2,14
543,542,,Paul Claxton,83,"37' 8""",SEI Pennsylvani,1,15
544,542,,Woody Austin,102,"37' 8""",Texas Open,4,16
545,542,,Ian Leggatt,97,"37' 8""",Michelob Champ,3,17
546,547,,Stewart Cink,92,"37' 7""",THE PLAYERS,2,12
547,547,,Chris Smith,103,"37' 7""",Greater Milwauk,2,10
548,547,,Eduardo Herrera,59,"37' 7""",Tampa Bay,1,10
549,547,,John Huston,99,"37' 7""",Buick Challenge,2,3
550,551,,Rich Beem,99,"37' 6""",THE PLAYERS,2,17
551,551,,Neal Lancaster,101,"37' 6""",Compaq Classic,1,14
552,551,,Jess Daley,76,"37' 6""",Buick Classic,2,10
553,551,,Stephen Gangluff,75,"37' 6""",Air Canada,1,12
554,551,,J.P. Hayes,78,"37' 6""",Michelob Champ,4,11
555,556,,Andrew Magee,91,"37' 5""",Bob Hope Chrysl,2,17
556,556,,Carl Paulson,84,"37' 5""",THE PLAYERS,3,15
557,556,,Billy Andrade,100,"37' 5""",BellSouth Class,1,13
558,556,,Grant Waite,98,"37' 5""",Kemper Ins Open,1,18
559,556,,Glen Hnatiuk,95,"37' 5""",Advil Western,2,14
560,556,,Tripp Isenhour,68,"37' 5""",Texas Open,2,15
561,562,,David Peoples,105,"37' 4""",Bob Hope Chrysl,5,11
562,562,,Brett Quigley,93,"37' 4""",Genuity,2,13
563,562,,Rocco Mediate,79,"37' 4""",Memorial Tourna,2,17
564,562,,Rod Pampling,98,"37' 4""",Memorial Tourna,1,17
565,562,,Skip Kendall,103,"37' 4""",Advil Western,1,11
566,562,,Jesper Parnevik,85,"37' 4""",WGC-NEC Invit'l,4,13
567,562,,Jonathan Kaye,83,"37' 4""",Reno-Tahoe Open,2,15
568,562,,Bo Van Pelt,78,"37' 4""",SEI Pennsylvani,4,14
569,562,,Stephen Gangluff,75,"37' 4""",Tampa Bay,3,17
570,562,,Brett Quigley,93,"37' 4""",Michelob Champ,3,16
571,562,,Matt Gogel,79,"37' 4""",Buick Challenge,4,11
572,573,,Kenneth Staton,104,"37' 3""",Phoenix Open,1,15
573,573,,David Gossett,95,"37' 3""",Phoenix Open,2,17
574,573,,Garrett Willis,80,"37' 3""",THE PLAYERS,1,14
575,573,,Tim Petrovic,92,"37' 3""",John Deere Clas,2,17
576,573,,Per-Ulrik Johansson,87,"37' 3""",Buick Challenge,2,5
577,578,,Brent Geiberger,95,"37' 2""",Greater Milwauk,1,18
578,578,,Ángel Cabrera,47,"37' 2""",WGC-Am Express,1,14
579,580,,Len Mattiace,106,"37' 1""",Bay Hill Invita,3,17
580,580,,Charles Howell III,118,"37' 1""",Advil Western,1,14
581,580,,Garrett Willis,80,"37' 1""",Texas Open,4,18
582,580,,Tripp Isenhour,68,"37' 1""",So. Farm Bureau,1,16
583,584,,David Morland IV,58,"37' 0""",Kemper Ins Open,1,17
584,585,,Corey Pavin,78,"36' 11""",Verizon,1,14
585,585,,James Driscoll,21,"36' 11""",Greater Milwauk,1,11
586,585,,Darren Clarke,35,"36' 11""",Air Canada,4,15
587,585,,Garrett Willis,80,"36' 11""",Tampa Bay,3,13
588,589,,Olin Browne,107,"36' 10""",Bell Canadian O,2,15
589,589,,Scott Dunlap,74,"36' 10""",Buick Challenge,1,15
590,591,,David Peoples,105,"36' 9""",Bob Hope Chrysl,5,15
591,591,,Esteban Toledo,106,"36' 9""",Canon Greater H,2,18
592,591,,Mike Springer,36,"36' 9""",SEI Pennsylvani,2,17
593,594,,John Senden,96,"36' 8""",Bob Hope Chrysl,5,15
594,594,,Brad Lardon,59,"36' 8""",BellSouth Class,1,13
595,594,,Corey Pavin,78,"36' 8""",MasterCard Colo,1,15
596,594,,Billy Andrade,100,"36' 8""",Canon Greater H,1,16
597,594,,Mike Springer,36,"36' 8""",Greater Milwauk,4,16
598,594,,Barry Cheesman,4,"36' 8""",B.C. Open,3,14
599,594,,David Morland IV,58,"36' 8""",Buick Open,1,16
600,594,,Michael Long,71,"36' 8""",Air Canada,2,18
601,594,,Carlos Franco,107,"36' 8""",Bell Canadian O,3,15
602,594,,Justin Leonard,97,"36' 8""",WGC-Am Express,2,18
603,594,,Lee Janzen,101,"36' 8""",Buick Challenge,2,17
604,594,,Notah Begay III,76,"36' 8""",Buick Challenge,2,2
605,594,,Len Mattiace,106,"36' 8""",THE TOUR Champ,1,14
606,607,,Len Mattiace,106,"36' 7""",Sony Open,2,18
607,607,,Jay Haas,83,"36' 7""",THE PLAYERS,1,14
608,607,,Paul Gow,99,"36' 7""",THE PLAYERS,1,14
609,607,,Brian Gay,117,"36' 7""",Greater Milwauk,2,13
610,607,,Dan Forsman,83,"36' 7""",So. Farm Bureau,3,13
611,612,,Kenny Perry,98,"36' 6""",Mercedes Champ,4,18
612,612,,John Rollins,124,"36' 6""",Bob Hope Chrysl,2,18
613,612,,Craig Parry,69,"36' 6""",WGC-NEC Invit'l,2,12
614,615,,John Huston,99,"36' 5""",BellSouth Class,1,18
615,615,,Robert Damron,85,"36' 5""",John Deere Clas,2,12
616,615,,Olin Browne,107,"36' 5""",Buick Open,1,13
617,615,,"Jim Gallagher, Jr.",45,"36' 5""",Bell Canadian O,4,14
618,615,,Charles Howell III,118,"36' 5""",Bell Canadian O,3,16
619,620,,Ben Crane,91,"36' 4""",Bob Hope Chrysl,2,17
620,620,,Jonathan Kaye,83,"36' 4""",Tucson Open,2,16
621,620,,John Cook,85,"36' 4""",THE PLAYERS,2,16
622,620,,Jay Haas,83,"36' 4""",THE PLAYERS,1,18
623,620,,Stuart Appleby,97,"36' 4""",THE PLAYERS,4,17
624,620,,Bob Tway,103,"36' 4""",Buick Classic,3,11
625,620,,Kevin Sutherland,96,"36' 4""",Canon Greater H,1,15
626,620,,Peter Jacobsen,67,"36' 4""",Buick Open,2,13
627,628,,Dennis Paulson,89,"36' 3""",Tucson Open,2,17
628,628,,Chad Campbell,111,"36' 3""",Compaq Classic,2,14
629,628,,Brett Quigley,93,"36' 3""",Memorial Tourna,3,16
630,628,,Olin Browne,107,"36' 3""",Buick Challenge,4,1
631,632,,Dave Barr,18,"36' 2""",B.C. Open,3,14
632,632,,Tommy Tolles,64,"36' 2""",SEI Pennsylvani,3,14
633,634,,Scott Simpson,61,"36' 1""",Verizon,4,17
634,634,,Joel Edwards,101,"36' 1""",Memorial Tourna,2,15
635,634,,Steve Pate,64,"36' 1""",FedEx St. Jude,1,15
636,634,,Pat Perez,89,"36' 1""",Texas Open,3,11
637,634,,Scott McCarron,106,"36' 1""",Invensys Las V,5,15
638,639,,Notah Begay III,76,"36' 0""",Texas Open,2,13
639,639,,Steve Jones,71,"36' 0""",Buick Challenge,1,15
640,641,,Kevin Sutherland,96,"35' 11""",FedEx St. Jude,3,18
641,642,,Deane Pappas,90,"35' 10""",Greater Milwauk,1,12
642,642,,Edward Fryatt,94,"35' 10""",B.C. Open,4,11
643,642,,Jeff Gove,89,"35' 10""",Buick Open,1,14
644,642,,Scott Dunlap,74,"35' 10""",Tampa Bay,1,10
645,646,,Jay Williamson,91,"35' 9""",Shell Houston,2,14
646,646,,Chad Campbell,111,"35' 9""",Buick Open,2,16
647,646,,Jonathan Byrd,96,"35' 9""",Michelob Champ,3,18
648,646,,Lee Janzen,101,"35' 9""",Buick Challenge,1,16
649,646,,Jess Daley,76,"35' 9""",Buick Challenge,1,7
650,646,,Brad Faxon,93,"35' 9""",So. Farm Bureau,1,16
651,652,,Glen Hnatiuk,95,"35' 8""",Bob Hope Chrysl,2,18
652,652,,Paul Azinger,65,"35' 8""",THE PLAYERS,2,15
653,652,,Blaine McCallister,75,"35' 8""",Greater Greens,1,18
654,652,,Jonathan Byrd,96,"35' 8""",John Deere Clas,4,11
655,652,,Michael Hyland,2,"35' 8""",SEI Pennsylvani,1,16
656,652,,Donnie Hammond,60,"35' 8""",Tampa Bay,1,15
657,652,,Greg Sonnier,2,"35' 8""",Texas Open,2,13
658,659,,Robert Allenby,96,"35' 7""",Buick Classic,1,16
659,659,,Paul Azinger,65,"35' 7""",FedEx St. Jude,1,14
660,659,,Stephen Gangluff,75,"35' 7""",Reno-Tahoe Open,2,15
661,659,,Ian Leggatt,97,"35' 7""",Air Canada,3,14
662,659,,Jeff Quinney,14,"35' 7""",Bell Canadian O,1,13
663,659,,Woody Austin,102,"35' 7""",Tampa Bay,3,15
664,665,,Justin Leonard,97,"35' 6""",Kemper Ins Open,3,13
665,665,,Shaun Micheel,100,"35' 6""",FedEx St. Jude,4,18
666,665,,Charles Howell III,118,"35' 6""",John Deere Clas,2,13
667,665,,Fred Funk,106,"35' 6""",Buick Challenge,1,16
668,665,,Chris Smith,103,"35' 6""",Buick Challenge,1,14
669,670,,Billy Andrade,100,"35' 5""",THE PLAYERS,2,9
670,670,,Steve Flesch,110,"35' 5""",BellSouth Class,1,8
671,670,,J.P. Hayes,78,"35' 5""",BellSouth Class,1,8
672,670,,Greg Chalmers,94,"35' 5""",MasterCard Colo,2,16
673,670,,Rocco Mediate,79,"35' 5""",Memorial Tourna,2,11
674,670,,Shaun Micheel,100,"35' 5""",Buick Open,3,12
675,670,,Robin Freeman,79,"35' 5""",Bell Canadian O,3,11
676,677,,Davis Love III,92,"35' 4""",Bay Hill Invita,2,6
677,677,,David Frost,90,"35' 4""",WORLDCOM,1,17
678,677,,Dennis Paulson,89,"35' 4""",Memorial Tourna,1,11
679,677,,Harrison Frazar,88,"35' 4""",Memorial Tourna,1,16
680,677,,Jay Don Blake,107,"35' 4""",Buick Classic,2,18
681,677,,Brett Quigley,93,"35' 4""",Buick Classic,4,15
682,677,,Jeff Gove,89,"35' 4""",FedEx St. Jude,1,15
683,677,,Steve Stricker,68,"35' 4""",Advil Western,3,17
684,677,,"David Berganio, Jr.",80,"35' 4""",Greater Milwauk,4,13
685,677,,J.J. Henry,112,"35' 4""",John Deere Clas,2,15
686,687,,Edward Fryatt,94,"35' 3""",THE PLAYERS,2,12
687,687,,Stephen Ames,89,"35' 3""",Buick Classic,2,17
688,687,,Edward Fryatt,94,"35' 3""",Advil Western,2,17
689,690,,David Duval,78,"35' 2""",Memorial Tourna,4,16
690,690,,Gene Sauers,33,"35' 2""",Greater Milwauk,3,10
691,690,,Hunter Mahan,2,"35' 2""",Texas Open,2,16
692,693,,John Huston,99,"35' 1""",Genuity,3,18
693,693,,Brett Quigley,93,"35' 1""",Compaq Classic,4,18
694,693,,Skip Kendall,103,"35' 1""",MasterCard Colo,1,17
695,693,,Scott Verplank,93,"35' 1""",WGC-NEC Invit'l,4,10
696,693,,Steve Flesch,110,"35' 1""",Michelob Champ,3,18
697,693,,Gene Sauers,33,"35' 1""",Buick Challenge,2,6
698,699,,Tim Petrovic,92,"35' 0""",Bob Hope Chrysl,4,13
699,699,,Tim Herron,102,"35' 0""",Air Canada,2,16
700,699,,Tom Kite,14,"35' 0""",Texas Open,2,16
701,699,,Michael Clark II,97,"35' 0""",Invensys Las V,5,13
702,703,,Bart Bryant,69,"34' 11""",Compaq Classic,1,13
703,703,,Tom Watson,14,"34' 11""",MasterCard Colo,2,13
704,703,,Jay Don Blake,107,"34' 11""",Advil Western,2,17
705,703,,J.J. Henry,112,"34' 11""",Advil Western,4,12
706,703,,Brian Gay,117,"34' 11""",Buick Open,4,15
707,703,,Lee Westwood,26,"34' 11""",WGC-NEC Invit'l,2,14
708,703,,Bob Tway,103,"34' 11""",Texas Open,1,14
709,710,,Michael Campbell,31,"34' 10""",THE PLAYERS,2,10
710,710,,Paul Gow,99,"34' 10""",Verizon,2,14
711,710,,James Driscoll,21,"34' 10""",B.C. Open,1,15
712,710,,"David Berganio, Jr.",80,"34' 10""",Buick Open,3,17
713,710,,Mike Heinen,49,"34' 10""",Buick Open,3,11
714,715,,Kelly Gibson,40,"34' 9""",Tucson Open,2,17
715,715,,Joey Sindelar,104,"34' 9""",MasterCard Colo,1,17
716,715,,Scott Hoch,71,"34' 9""",WGC-Am Express,1,16
717,715,,Paul Gow,99,"34' 9""",Texas Open,3,18
718,719,,Steve Flesch,110,"34' 8""",WORLDCOM,1,18
719,719,,Steve Lowery,98,"34' 8""",MasterCard Colo,3,18
720,719,,David Gossett,95,"34' 8""",Buick Classic,1,18
721,719,,Eduardo Romero,12,"34' 8""",WGC-Am Express,2,17
722,719,,Shaun Micheel,100,"34' 8""",Michelob Champ,4,18
723,719,,Paul Azinger,65,"34' 8""",Disney Classic,1,15
724,725,,Carlos Franco,107,"34' 7""",Sony Open,2,17
725,725,,Mark Brooks,97,"34' 7""",Tucson Open,1,16
726,725,,Loren Roberts,93,"34' 7""",MasterCard Colo,1,18
727,725,,Brian Gay,117,"34' 7""",Texas Open,1,17
728,729,,Donnie Hammond,60,"34' 6""",Tucson Open,4,17
729,729,,J.P. Hayes,78,"34' 6""",Compaq Classic,3,15
730,729,,Rich Beem,99,"34' 6""",WGC-NEC Invit'l,2,14
731,729,,Matt Kuchar,82,"34' 6""",Michelob Champ,1,16
732,733,,Brad Elder,76,"34' 5""",Buick Classic,3,12
733,733,,Steve Flesch,110,"34' 5""",Bell Canadian O,1,11
734,733,,Brian Gay,117,"34' 5""",SEI Pennsylvani,2,16
735,733,,Cameron Beckman,87,"34' 5""",Texas Open,2,13
736,733,,Pat Perez,89,"34' 5""",Texas Open,1,17
737,733,,Chip Sullivan,4,"34' 5""",Michelob Champ,3,12
738,733,,Stuart Appleby,97,"34' 5""",Buick Challenge,2,8
739,740,,Brian Henninger,66,"34' 4""",Verizon,3,14
740,740,,Michael Muehr,73,"34' 4""",Buick Classic,1,17
741,740,,Jess Daley,76,"34' 4""",B.C. Open,4,13
742,740,,Robert Damron,85,"34' 4""",Buick Open,3,16
743,740,,Spike McRoy,69,"34' 4""",Tampa Bay,2,14
744,740,,Geoff Ogilvy,90,"34' 4""",Michelob Champ,2,13
745,746,,Duffy Waldorf,90,"34' 3""",Bob Hope Chrysl,5,17
746,746,,Jay Delsing,18,"34' 3""",Tucson Open,2,16
747,746,,Jason Gore,2,"34' 3""",B.C. Open,2,17
748,746,,Bob May,91,"34' 3""",Buick Challenge,4,5
749,746,,Loren Roberts,93,"34' 3""",THE TOUR Champ,1,13
750,751,,Jason Hill,59,"34' 2""",FedEx St. Jude,4,18
751,751,,Skip Kendall,103,"34' 2""",Michelob Champ,2,17
752,751,,Tom Scherrer,98,"34' 2""",Disney Classic,1,18
753,751,,David Toms,106,"34' 2""",Buick Challenge,4,9
754,755,,Mike Heinen,49,"34' 1""",FedEx St. Jude,3,13
755,755,,Mike Sposa,111,"34' 1""",Buick Open,1,10
756,755,,Andrew Magee,91,"34' 1""",So. Farm Bureau,2,18
757,758,,Brenden Pappas,62,"34' 0""",Honda Classic,1,16
758,758,,Brian Gay,117,"34' 0""",Verizon,1,13
759,758,,Jerry Kelly,99,"34' 0""",Buick Classic,1,12
760,758,,Paul Claxton,83,"34' 0""",FedEx St. Jude,2,18
761,758,,Mathew Goggin,64,"34' 0""",Texas Open,2,10
762,763,,Brent Geiberger,95,"33' 11""",Buick Classic,3,16
763,763,,Lucas Glover,17,"33' 11""",Greater Milwauk,1,18
764,763,,Jonathan Kaye,83,"33' 11""",SEI Pennsylvani,4,10
765,763,,Paul Claxton,83,"33' 11""",Disney Classic,1,18
766,767,,Robert Allenby,96,"33' 10""",Memorial Tourna,2,17
767,767,,Lee Porter,91,"33' 10""",Texas Open,2,16
768,769,,Ed Fiori,14,"33' 9""",Bob Hope Chrysl,4,18
769,769,,Bob Burns,99,"33' 9""",WORLDCOM,4,14
770,769,,David Gossett,95,"33' 9""",Compaq Classic,2,14
771,769,,Ernie Els,68,"33' 9""",WGC-NEC Invit'l,2,17
772,773,,John Cook,85,"33' 8""",Memorial Tourna,4,16
773,773,,Craig Stadler,72,"33' 8""",Reno-Tahoe Open,1,15
774,773,,Pete Jordan,78,"33' 8""",Bell Canadian O,1,17
775,773,,Michael Clark II,97,"33' 8""",Invensys Las V,4,11
776,777,,Chad Campbell,111,"33' 7""",WORLDCOM,2,16
777,777,,Joel Edwards,101,"33' 7""",Memorial Tourna,4,16
778,777,,Michael Clark II,97,"33' 7""",Kemper Ins Open,2,13
779,777,,Sergio Garcia,79,"33' 7""",Buick Classic,3,10
780,777,,Chris Riley,104,"33' 7""",Canon Greater H,2,18
781,777,,Jeff Sluman,118,"33' 7""",Greater Milwauk,4,14
782,777,,Brad Faxon,93,"33' 7""",Buick Challenge,3,12
783,784,,K.J. Choi,93,"33' 6""",Buick Invitatio,3,18
784,784,,Michael Muehr,73,"33' 6""",Shell Houston,2,17
785,784,,Pat Perez,89,"33' 6""",WORLDCOM,1,18
786,784,,Bob Heintz,68,"33' 6""",Buick Classic,1,13
787,784,,Olin Browne,107,"33' 6""",Advil Western,1,17
788,784,,Jason Lee,2,"33' 6""",Advil Western,2,12
789,784,,"Jim Gallagher, Jr.",45,"33' 6""",Greater Milwauk,2,13
790,784,,Michael Clark II,97,"33' 6""",Greater Milwauk,3,12
791,784,,Brian Bateman,94,"33' 6""",Buick Challenge,1,1
792,793,,David Edwards,33,"33' 5""",Memorial Tourna,4,15
793,793,,Steve Flesch,110,"33' 5""",Buick Classic,3,15
794,793,,Esteban Toledo,106,"33' 5""",FedEx St. Jude,2,15
795,793,,J.J. Henry,112,"33' 5""",Buick Open,1,11
796,793,,Bob Tway,103,"33' 5""",Disney Classic,1,18
797,793,,Chris Riley,104,"33' 5""",THE TOUR Champ,4,6
798,799,,Steve Pate,64,"33' 4""",Tucson Open,2,17
799,799,,Joey Sindelar,104,"33' 4""",Canon Greater H,2,16
800,799,,Barry Cheesman,4,"33' 4""",B.C. Open,4,10
