,Presidents_Cup_International_RANK THIS WEEK,Presidents_Cup_International_RANK LAST WEEK,Presidents_Cup_International_PLAYER NAME,Presidents_Cup_International_EVENTS,Presidents_Cup_International_AVG POINTS,Presidents_Cup_International_TOTAL POINTS,Presidents_Cup_International_POINTS LOST,Presidents_Cup_International_POINTS GAINED
403,404,404,Mitchell Brown,40,0.06,2.49,-2.22,
404,405,405,Shaun Norris,40,0.06,2.49,-1.3,2.97
405,406,406,Joe Ozaki,40,0.06,2.49,-1.26,
406,407,407,Quincy Quek,40,0.06,2.49,-0.43,1.61
407,408,408,Sebastián Saavedra,40,0.06,2.48,-0.52,3.0
408,409,409,Hidemichi Tanaka,40,0.06,2.46,-2.71,
409,410,410,Ashun Wu,40,0.06,2.46,-3.57,1.31
410,411,411,Andre Cruse,40,0.06,2.45,-1.15,1.89
411,412,412,Masatsugu Fujishima,40,0.06,2.45,-1.78,
412,413,413,"Efren Serna, Jr.",40,0.06,2.43,-2.31,
413,414,414,Tae-kyu Lee,40,0.06,2.44,-0.27,2.71
414,415,415,Eun Shin Park,40,0.06,2.4,-0.4,2.8
415,416,416,Leandro Marelli,40,0.06,2.4,0.0,2.4
416,417,417,Seong-Yong Kim,40,0.06,2.39,-0.09,2.48
417,418,418,Peter O'Malley,40,0.06,2.38,-5.82,
418,419,419,Chehuang Tsai,40,0.06,2.34,-1.68,
419,420,420,Taichiro Kiyota,40,0.06,2.34,-5.29,
420,421,421,Richard Lee,40,0.06,2.31,-1.74,
421,422,422,Kunal Bhasin,40,0.06,2.3,-1.44,
422,423,423,Vaughn Groenewald,40,0.06,2.29,-1.48,2.57
423,424,424,Allan Versfeld,40,0.06,2.28,-0.76,3.04
424,425,425,Chang Tse-peng,40,0.06,2.27,-0.72,2.17
425,426,426,Artemio Murakami,40,0.06,2.24,-3.68,
426,427,427,Dohoon Kim,40,0.06,2.21,-3.8,
427,428,428,Oscar Fraustro,40,0.06,2.21,-1.6,
428,429,429,Wen-Teh Lu,40,0.05,2.18,-4.9,
429,430,430,Leigh McKechnie,40,0.05,2.17,-2.67,
430,431,431,Yuudai Maeda,43,0.05,2.33,-5.38,
