,Presidents_Cup_International_RANK THIS WEEK,Presidents_Cup_International_RANK LAST WEEK,Presidents_Cup_International_PLAYER NAME,Presidents_Cup_International_EVENTS,Presidents_Cup_International_AVG POINTS,Presidents_Cup_International_TOTAL POINTS,Presidents_Cup_International_POINTS LOST,Presidents_Cup_International_POINTS GAINED
377,378,379.0,Anton Haig,40,0.11,4.56,-2.37,4.9
378,379,378.0,Michael Wright,40,0.11,4.55,-3.53,3.69
379,380,380.0,Roberto Coceres,40,0.11,4.45,-3.52,1.88
380,381,382.0,Satoru Hirota,40,0.11,4.43,-3.51,4.11
381,382,383.0,Makoto Inoue,40,0.11,4.42,-6.35,5.4
382,383,381.0,Terry Pilkadaris,40,0.11,4.41,-8.22,1.34
383,384,384.0,Mao-Chang Sung,40,0.11,4.39,-1.36,3.92
384,385,386.0,Grant Muller,40,0.11,4.29,-3.19,3.27
385,386,387.0,Unho Park,40,0.11,4.28,-6.49,3.1
386,387,385.0,Taigen Tsumagari,41,0.11,4.36,-7.32,
387,388,389.0,PH McIntyre,40,0.11,4.2,0.0,4.2
388,389,388.0,Tran Le Duynhat,40,0.1,4.2,-0.19,4.39
389,390,390.0,Michael Long,40,0.1,4.11,-4.7,3.76
390,391,391.0,Andrew Martin,40,0.1,4.08,-2.47,6.0
391,392,394.0,Thammanoon Sriroj,40,0.1,4.06,-1.64,3.78
392,393,392.0,Brent McCullough,40,0.1,4.03,-4.76,
393,394,395.0,Dohoon Kim,40,0.1,4.01,-1.95,3.6
394,395,393.0,Lyle Rowe,40,0.1,4.01,-3.2,4.31
395,396,396.0,Teboho Sefatsa,40,0.1,4.0,0.0,4.0
396,397,397.0,Yosuke Tsukada,40,0.1,3.93,-0.11,4.04
397,398,398.0,Panawat Muenlek,40,0.1,3.87,-2.15,2.45
398,399,402.0,Piya Swangarunporn,40,0.1,3.85,-5.24,3.57
399,400,401.0,Jae-Ho Kim,40,0.1,3.84,-0.14,3.98
400,401,404.0,Richard Lee,40,0.1,3.84,-1.97,3.84
401,402,403.0,Marcus Cain,40,0.09,3.8,-2.03,2.99
402,403,400.0,T.C. Wang,40,0.09,3.8,-3.68,1.3
403,404,399.0,Peter Karmis,52,0.09,4.92,-16.25,2.5
404,405,405.0,Titch Moore,40,0.09,3.78,-0.79,4.52
405,406,406.0,Udorn Duangdecha,40,0.09,3.78,-9.69,3.78
406,407,408.0,Lian-Wei Zhang,40,0.09,3.74,-2.32,2.8
407,408,409.0,Carlos Franco,40,0.09,3.73,-2.63,2.31
408,409,410.0,Shankar Das,40,0.09,3.69,-1.73,5.41
409,410,407.0,Manav Jaini,40,0.09,3.62,-10.27,1.68
410,411,412.0,Steve Dartnall,40,0.09,3.62,-2.43,2.19
411,412,414.0,Jorge Fernández-Valdés,40,0.09,3.6,0.0,3.6
412,413,415.0,Glenn Joyner,40,0.09,3.6,0.0,3.6
413,414,416.0,Marcelo Rozo,40,0.09,3.6,0.0,3.6
414,415,417.0,Brady Watt,40,0.09,3.6,0.0,3.6
415,416,411.0,JG Claassen,40,0.09,3.56,-8.28,2.1
416,417,413.0,Theunis Spangenberg,40,0.09,3.49,-8.97,2.73
417,418,418.0,Adam Bland,40,0.09,3.48,-13.26,2.1
418,419,423.0,Wisut Artjanawat,40,0.09,3.47,-0.16,3.63
419,420,420.0,Atthaphon Prathummanee,40,0.09,3.46,-4.57,1.22
420,421,422.0,Joo Hewng-Chul,40,0.09,3.45,-1.64,3.5
421,422,421.0,Sebastián Saavedra,40,0.09,3.44,-2.3,3.72
422,423,419.0,Josh Cunliffe,40,0.09,3.41,-7.56,2.58
423,424,425.0,Jae-Han Chun,40,0.08,3.39,-0.11,3.5
424,425,427.0,Nicolás Geyger,40,0.08,3.35,-0.63,3.98
425,426,424.0,Rafael Gómez,40,0.08,3.34,-4.28,
426,427,426.0,Francisco Cerda,40,0.08,3.33,-2.67,
427,428,429.0,Tatsunori Nukaga,40,0.08,3.32,-1.43,3.0
428,429,434.0,Tommy Nakajima,40,0.08,3.32,0.0,3.32
429,430,430.0,Quincy Quek,40,0.08,3.32,-2.53,1.51
430,431,433.0,Armando Favela,40,0.08,3.3,-0.06,3.36
431,432,435.0,Bruce McDonald,40,0.08,3.3,0.0,3.3
432,433,428.0,Óscar Serna,40,0.08,3.29,-3.49,3.85
433,434,432.0,Charl Coetzee,40,0.08,3.27,-3.14,3.09
434,435,431.0,Matthew Giles,41,0.08,3.34,-3.89,
435,436,439.0,Byeong Hun An,40,0.08,3.22,-0.14,3.36
436,437,437.0,Brandon Pieters,40,0.08,3.22,-3.07,1.73
437,438,436.0,Tae-kyu Lee,40,0.08,3.21,-4.18,1.23
438,439,438.0,,40,0.08,3.19,-1.87,3.5
439,440,440.0,Dong Seop Maeng,40,0.08,3.18,-1.68,2.46
440,441,441.0,Ashok Kumar,40,0.08,3.18,-2.9,4.69
441,442,443.0,Kunal Bhasin,40,0.08,3.12,-3.84,1.68
442,443,442.0,Lee Dong-Min,40,0.08,3.12,-4.11,1.24
443,444,444.0,Hung Chien-yao,40,0.08,3.12,-0.1,3.22
444,445,447.0,Michael Hollick,40,0.08,3.07,-0.68,3.75
445,446,446.0,Seong-Yong Kim,40,0.08,3.07,-1.54,2.6
446,447,445.0,Tomokazu Yoshinaga,40,0.08,3.05,-5.02,
447,448,449.0,Mahal Pearce,40,0.08,3.05,-1.75,1.85
448,450,451.0,Gustavo Acosta,40,0.07,2.97,-2.04,1.8
449,451,452.0,Chien Soon Lu,40,0.07,2.96,-0.96,1.82
450,452,450.0,Federico Damus,40,0.07,2.97,-2.07,1.44
451,453,455.0,Jeunghun Wang,40,0.07,2.96,0.0,2.96
452,454,454.0,Sebastián MacLean,40,0.07,2.96,-0.04,3.0
453,455,456.0,Leigh Deagan,40,0.07,2.89,-2.46,
454,456,448.0,Joaquin Estevez,40,0.07,2.89,-9.51,
455,457,461.0,Lee Jung-hwan,40,0.07,2.88,-0.32,3.2
456,458,463.0,Clint Rice,40,0.07,2.88,0.0,2.88
457,459,457.0,Albert Pistorius,40,0.07,2.86,-3.34,2.98
458,460,460.0,Ryan Williams,40,0.07,2.85,-2.14,1.71
459,461,458.0,Wes Heffernan,40,0.07,2.85,-3.26,1.2
460,462,459.0,Kwanchai Tannin,40,0.07,2.85,-5.74,1.34
461,463,,Chris Campbell,40,0.07,2.83,-5.45,2.52
462,464,464.0,Anthony Michael,40,0.07,2.81,-7.04,3.3
