,Percentage_of_Available_Purse_Won_RANK THIS WEEK,Percentage_of_Available_Purse_Won_RANK LAST WEEK,Percentage_of_Available_Purse_Won_PLAYER NAME,Percentage_of_Available_Purse_Won_EVENTS,Percentage_of_Available_Purse_Won_%,Percentage_of_Available_Purse_Won_OFFICIAL MONEY WON,Percentage_of_Available_Purse_Won_TOTAL PURSE AVAILABLE
370,T370,T370,Shaun Micheel,5,0.06,"$16,320","$25,600,000"
371,T370,T370,Jim Renner,27,0.06,"$90,668","$155,800,000"
372,T370,T370,Mike Weir,18,0.06,"$72,800","$117,600,000"
373,T374,T374,Michael Block,6,0.05,"$14,960","$29,900,000"
374,T374,T374,Daniel Chopra,5,0.05,"$11,700","$22,500,000"
375,T374,T374,Justin Hicks,14,0.05,"$42,171","$80,200,000"
376,T374,T374,Tom Watson,3,0.05,"$11,623","$25,100,000"
377,T378,T378,Woody Austin,11,0.04,"$27,774","$66,600,000"
378,T378,T378,Darren Clarke,6,0.04,"$23,800","$55,800,000"
379,T378,T378,Brandt Jobe,6,0.04,"$12,825","$29,500,000"
380,T381,T381,Scott McCarron,7,0.03,"$8,880","$34,600,000"
381,T381,T381,Richard Sterne,18,0.03,"$27,690","$108,600,000"
382,T381,T381,Scott Verplank,13,0.03,"$25,682","$75,000,000"
383,T384,T384,Tim Herron,7,0.02,"$5,820","$34,800,000"
384,T384,T384,Len Mattiace,6,0.02,"$6,479","$28,600,000"
