,Longest_Putts_RANK THIS WEEK,Longest_Putts_RANK LAST WEEK,Longest_Putts_PLAYER NAME,Longest_Putts_ROUNDS,Longest_Putts_DISTANCE,Longest_Putts_YEAR/TOURN#,Longest_Putts_ROUND,Longest_Putts_HOLE
397,398,,Garrett Osborn,4,"20' 4""",St. Jude,2,2
398,399,,Roberto Díaz,8,"20' 1""",WGC-Mexico,3,14
399,400,,Daisuke Kataoka,2,"19' 7""",Sony Open,1,6
400,401,,Joost Luiten,17,"19' 6""",PGA Championshi,2,14
401,402,,Tim Weinhart,2,"19' 5""",The RSM Classic,1,7
402,403,,Blake Kennedy,2,"19' 1""",Wells Fargo,1,18
403,404,,Hugo León,6,"19' 1""",Barbasol Champ,2,17
404,405,,Hyung-Sung Kim,3,"19' 0""",Sony Open,1,11
405,406,,Dylan Frittelli,6,"18' 11""",PGA Championshi,3,13
406,407,,Austin Cook,2,"18' 9""",Sanderson Farms,1,17
407,408,,John Chin,2,"18' 9""",Sony Open,1,14
408,409,,Craig Hocknull,2,"18' 9""",Phoenix Open,2,17
409,410,,Martin Piller,2,"18' 9""",DEAN & DELUCA,2,14
410,411,,Nicolas Colsaerts,2,"18' 8""",PGA Championshi,2,14
411,412,,Zach Cabra,2,"18' 7""",Texas Open,1,4
412,413,,Michael Johnson,6,"17' 10""",Sanderson Farms,2,3
413,414,,Matt Bettencourt,4,"17' 10""",Barbasol Champ,2,10
414,415,,Ryan Fox,6,"17' 7""",PGA Championshi,1,16
415,416,,Savio Nazareth,4,"17' 5""",Wyndham Champ,2,17
416,417,,Fred Funk,3,"17' 4""",Sony Open,2,12
417,418,,Thongchai Jaidee,17,"17' 2""",WGC-Bridgestone,1,4
418,419,,Greg Gregory,2,"17' 2""",PGA Championshi,1,14
419,420,,Brad Miller,2,"17' 2""",Wyndham Champ,2,15
420,421,,Michael Hebert,2,"17' 1""",Safeway Open,1,14
421,422,,Brooks Blackburn,2,"16' 11""",RBC Heritage,1,11
422,423,,Alex Kim,2,"16' 9""",Phoenix Open,1,13
423,424,,Casey Russell,2,"16' 7""",Texas Open,1,4
424,425,,John Rollins,14,"16' 6""",Sanderson Farms,1,1
425,426,,Anders Albertson,3,"16' 6""",The RSM Classic,1,17
426,427,,Jordan Niebrugge,6,"16' 4""",Texas Open,1,12
427,428,,David Muttitt,2,"16' 2""",PGA Championshi,1,13
428,429,,Chris Moody,2,"16' 1""",PGA Championshi,1,16
429,430,,Stephan Jaeger,6,"16' 0""",Sanderson Farms,2,1
430,431,,Jordan Russell,2,"15' 11""",St. Jude,2,12
431,432,,Matt Gilchrest,4,"15' 10""",Barbasol Champ,4,15
432,433,,Jared du Toit,2,"15' 10""",Canadian Open,1,11
433,434,,Thomas Bjørn,2,"15' 10""",PGA Championshi,1,7
434,435,,Ryan Vermeer,2,"15' 10""",PGA Championshi,1,12
435,436,,Gunner Wiebe,2,"15' 9""",Safeway Open,1,14
436,437,,Trevor Immelman,6,"15' 7""",Arnold Palmer,2,15
437,438,,Scott Hebert,2,"15' 5""",PGA Championshi,1,12
438,439,,Shaun Norris,8,"15' 4""",WGC-Bridgestone,3,9
439,440,,Josh Brock,2,"14' 5""",Texas Open,1,10
440,441,,Bryn Parry,2,"14' 4""",Canadian Open,1,17
441,442,,Richie Schembechler II,2,"14' 0""",St. Jude,2,5
442,443,,Daniel Kim,2,"14' 0""",Canadian Open,1,17
443,444,,Jinho Choi,1,"13' 11""",Genesis Open,1,4
444,445,,Scott Gregory,6,"13' 11""",the Memorial,2,18
445,446,,Dylan Meyer,2,"13' 11""",John Deere,1,2
446,447,,Jimmy Stanger,2,"13' 9""",Valspar Champ,2,14
447,448,,Kenny Pigman,6,"13' 8""",PGA Championshi,2,3
448,449,,Rod Perry,4,"13' 7""",PGA Championshi,2,12
449,450,,Zach Zaback,2,"13' 6""",Travelers Champ,2,15
450,451,,Ryan Zylstra,2,"13' 1""",The Greenbrier,2,5
451,452,,Brice Garnett,4,"13' 0""",Sanderson Farms,1,3
452,453,,Michael Block,2,"12' 11""",Genesis Open,2,8
453,454,,Keith Clearwater,2,"12' 11""",DEAN & DELUCA,1,8
454,455,,Duffy Waldorf,2,"12' 9""",Barbasol Champ,1,17
455,456,,Cheng Jin,2,"12' 5""",RBC Heritage,1,12
456,457,,Mookie DeMoss,2,"12' 5""",Barbasol Champ,1,3
457,458,,Lee Janzen,2,"12' 4""",Barbasol Champ,1,14
458,459,,Billy Downes,2,"12' 0""",Travelers Champ,1,2
459,460,,Erik Compton,2,"11' 11""",Sanderson Farms,2,18
460,461,,Matt Hill,2,"11' 11""",Canadian Open,2,11
461,462,,Jaysen Hansen,2,"11' 11""",PGA Championshi,1,9
462,463,,Cliff Kresge,2,"11' 7""",John Deere,1,14
463,464,,Darin Fisher,2,"11' 7""",John Deere,2,14
464,465,,Johnny Ruiz,2,"11' 7""",Canadian Open,1,12
465,466,,Christian Brand,2,"11' 5""",The Greenbrier,2,9
466,467,,Jhared Hack,2,"11' 0""",Canadian Open,2,9
467,468,,Stuart Deane,4,"10' 10""",Byron Nelson,2,11
468,469,,Neil Johnson,4,"10' 8""",Travelers Champ,2,16
469,470,,Tiger Woods,2,"10' 7""",Farmers Ins.,1,11
470,471,,Paul Earnest,2,"10' 7""",Byron Nelson,1,5
471,472,,Ben Polland,2,"10' 4""",Byron Nelson,1,13
472,473,,Jason Widener,2,"10' 1""",Wyndham Champ,1,11
473,474,,Kent Jones,2,"9' 7""",Barbasol Champ,2,1
474,475,,Riley Wheeldon,2,"9' 7""",Canadian Open,1,8
475,476,,Brian Davis,2,"9' 7""",Wyndham Champ,2,18
476,477,,Tadd Fujikawa,2,"9' 6""",Sony Open,1,10
477,478,,JJ Wood,2,"9' 3""",PGA Championshi,2,8
478,479,,Ray Otis,3,"9' 0""",AT&T Pebble,3,15
479,480,,John Oda,4,"8' 10""",Sony Open,2,10
480,481,,Sean Kelly,2,"8' 10""",Byron Nelson,1,10
481,482,,Clayton Portz,2,"8' 7""",The Greenbrier,2,2
482,483,,Brian Smock,1,"8' 5""",PGA Championshi,1,15
483,484,,Will Cannon,4,"8' 4""",Barbasol Champ,2,7
484,485,,Chris Gilley,2,"7' 10""",Farmers Ins.,1,9
485,486,,Brett Wetterich,2,"7' 6""",Barbasol Champ,1,2
486,487,,Austin James,2,"6' 11""",Canadian Open,2,10
487,488,,Mark Brooks,3,"6' 9""",CareerBuilder,1,10
488,489,,Matt Dobyns,2,"6' 4""",PGA Championshi,1,6
489,490,,Alex Beach,2,"6' 1""",PGA Championshi,1,9
490,491,,Kevin Shields,1,"5' 4""",The Greenbrier,1,3
491,492,,Todd Baek,2,"4' 8""",Farmers Ins.,1,7
492,493,,Oscar Fraustro,4,"0""",Mayakoba,1,1
493,494,,Carlos Ortiz,4,"0""",Mayakoba,1,1
494,495,,Sebastián Vázquez,2,"0""",Mayakoba,1,1
495,496,,Matthew NeSmith,2,"0""",Mayakoba,1,1
496,497,,Cameron Davis,4,"0""",Mayakoba,1,1
497,498,,Abraham Ancer,4,"0""",Mayakoba,1,1
498,499,,Rodolfo Cazaubón,2,"0""",Mayakoba,1,1
499,500,,Jay McLuen,4,"0""",Puerto Rico,1,1
500,501,,Martín Ureta,2,"0""",Puerto Rico,1,1
501,502,,Peter Williamson,2,"0""",Puerto Rico,1,1
502,503,,Edward Figueroa,2,"0""",Puerto Rico,1,1
503,504,,Robert Calvesbert,2,"0""",Puerto Rico,1,1
504,505,,Marcelo Rozo,2,"0""",Puerto Rico,1,1
505,506,,Cyril Bouniol,3,"0""",Puerto Rico,1,1
506,507,,Ryan McCormick,2,"0""",Puerto Rico,1,1
507,508,,Wade Binfield,2,"0""",Puerto Rico,1,1
508,509,,Colin Monagle,2,"0""",Puerto Rico,1,1
509,510,,Chris Nido,2,"0""",Puerto Rico,1,1
