,Presidents_Cup_International_RANK THIS WEEK,Presidents_Cup_International_RANK LAST WEEK,Presidents_Cup_International_PLAYER NAME,Presidents_Cup_International_EVENTS,Presidents_Cup_International_AVG POINTS,Presidents_Cup_International_TOTAL POINTS,Presidents_Cup_International_POINTS LOST,Presidents_Cup_International_POINTS GAINED
377,378,377.0,Stephen Ames,40,0.1,3.98,-4.76,2.77
378,379,376.0,Kieran Pratt,40,0.1,3.99,-7.11,2.42
379,380,378.0,José Garrido,40,0.1,3.98,-3.53,2.63
380,381,383.0,Mauricio Azcué,40,0.1,3.91,-0.69,4.25
381,382,379.0,Brody Ninyette,40,0.1,3.9,-4.1,
382,383,382.0,Andrew Kelly,40,0.1,3.89,-1.4,4.22
383,384,381.0,Sutijet Kooratanapis,40,0.1,3.88,-1.86,1.4
384,385,388.0,Ryuji Imada,46,0.1,4.4,-4.74,2.4
385,386,384.0,Max McCardle,40,0.1,3.81,-3.22,
386,387,380.0,Chris Swanepoel,48,0.09,4.55,-5.12,2.62
387,388,390.0,Supakorn Utaipat,40,0.09,3.77,-0.16,3.93
388,389,386.0,Jin-jae Byun,40,0.09,3.76,-2.62,3.2
389,390,385.0,Peter O'Malley,40,0.09,3.76,-4.09,
390,391,389.0,Richard Lee,40,0.09,3.72,-2.56,4.32
391,392,393.0,Michael Long,40,0.09,3.7,-2.04,1.61
392,393,391.0,Sebastián Saavedra,40,0.09,3.69,-3.9,
393,394,392.0,Wenyi Huang,40,0.09,3.67,-3.28,
394,395,401.0,Tom Bond,40,0.09,3.6,0.0,3.6
395,396,394.0,Lindani Ndwandwe,44,0.09,3.95,-1.9,3.05
396,397,399.0,Choo Tze-huang,40,0.09,3.58,-0.14,3.72
397,398,395.0,Kiyoshi Miyazato,40,0.09,3.58,-7.2,1.2
398,399,398.0,Keenan Davidse,42,0.09,3.74,-2.51,3.78
399,400,397.0,Makoto Inoue,40,0.09,3.56,-5.1,
400,401,396.0,Masamichi Uehira,45,0.09,3.98,-17.15,
401,402,400.0,Riley Wheeldon,40,0.09,3.52,-3.65,
402,403,404.0,Rhys West,40,0.09,3.49,-0.19,3.68
403,404,405.0,Matt Hill,40,0.09,3.48,-3.31,3.0
404,405,402.0,Anthony Brown,40,0.09,3.47,-4.43,1.61
405,406,403.0,Toru Suzuki,40,0.09,3.47,-1.4,3.21
406,407,406.0,Mathew Perry,40,0.09,3.44,-0.16,3.6
407,408,410.0,Tomokazu Yoshinaga,40,0.09,3.4,-0.2,3.6
408,409,409.0,Andre Stolz,40,0.08,3.39,-3.33,
409,410,412.0,Jiman Kang,40,0.08,3.37,-2.17,
410,411,411.0,Jamie Arnold,40,0.08,3.37,-2.5,2.4
411,412,413.0,Hyungjoon Lee,40,0.08,3.36,-1.97,1.2
412,413,408.0,Nick Flanagan,40,0.08,3.36,-7.55,
413,414,416.0,Koki Shiomi,40,0.08,3.33,-0.1,3.43
414,415,417.0,Gato Zarlenga,40,0.08,3.33,-0.27,3.6
415,416,387.0,Jeev Milkha Singh,52,0.08,4.29,-29.8,1.25
416,417,414.0,James Kamte,46,0.08,3.75,-5.0,1.37
417,418,421.0,Andrew Martin,40,0.08,3.2,-1.58,4.1
418,419,418.0,Boonchu Ruangkit,40,0.08,3.2,-7.26,
419,420,415.0,Charl Coetzee,50,0.08,3.99,-5.32,
420,421,420.0,Hsu Mong-nan,40,0.08,3.18,-3.32,
421,422,419.0,Alex Haindl,50,0.08,3.93,-6.6,1.68
422,423,422.0,Sung-Ho Lee,40,0.08,3.13,-0.47,3.6
423,424,,Steven Ferreira,40,0.08,3.12,-1.94,2.51
424,425,429.0,William Sjaichuddin,40,0.08,3.0,0.0,3.0
425,426,407.0,Kenichi Kuboya,40,0.07,3.0,-19.87,
426,427,425.0,Joo-yeop Baek,40,0.07,2.99,-2.82,3.0
427,428,423.0,Kaname Yokoo,43,0.07,3.2,-8.07,
428,429,430.0,Nam-hun Kim,40,0.07,2.96,-0.3,3.26
429,430,428.0,Rohan Blizard,40,0.07,2.94,-3.54,1.4
430,431,424.0,Ariel Cañete,44,0.07,3.22,-11.65,
431,432,432.0,Konosuke Nakazato,40,0.07,2.93,-0.93,2.82
432,433,431.0,Adam Groom,40,0.07,2.92,-3.19,
433,434,434.0,Yoshikazu Haku,45,0.07,3.27,-4.84,1.68
434,435,433.0,Matthew Giles,40,0.07,2.87,-3.53,1.68
435,436,436.0,Leigh McKechnie,40,0.07,2.87,-1.93,
436,437,435.0,Christian Espinoza,40,0.07,2.86,-2.57,
